Booking_ID,Hotel_Type,Hotel_Location,Booking_Date,Arrival_Date,Lead_Time_Days,Weekend_Nights,Weekday_Nights,Adults,Children,Babies,Country,Market_Segment,Distribution_Channel,Is_Repeated_Guest,Previous_Cancellations,Previous_Bookings,Room_Type_Reserved,Room_Type_Assigned,Booking_Changes,Deposit_Type,Agent_ID,Company_ID,Days_In_Waiting_List,Customer_Type,Meal_Type,Total_Nights,ADR,Required_Car_Parking_Spaces,Total_Special_Requests,Satisfaction_Score,Reservation_Status,Is_Canceled,Reservation_Status_Date,Estimated_Revenue,Total_Guests,Calculated_Nights,Booking_Year,Arrival_Year,Arrival_Month,Booking_Month,Revenue_Per_Guest,Booking_Status,Lead_Time_Category
HTL018349,City Hotel,London,2025-05-27,2025-07-14,48,0,1,2,1.0,0,ARE,Online TA,TA/TO,0,0,0,B,B,3,No Deposit,137.0,0.0,14,Contract,SC,1,98.4,0,1,3.65,Check-Out,0,2025-07-14,98.4,3.0,1,2025,2025,July,May,32.800000000000004,Confirmed,31-90 Days
HTL006468,City Hotel,Dubai,2024-02-29,2024-07-04,126,2,2,2,0.0,0,FRA,Offline TA/TO,TA/TO,1,0,4,C,C,0,Non Refund,80.0,0.0,0,Group,BB,4,130.36,0,3,4.46,Canceled,1,2024-07-04,521.43,2.0,4,2024,2024,July,February,260.715,Canceled,91-180 Days
HTL007942,City Hotel,Barcelona,2024-03-01,2024-11-19,263,1,9,2,0.0,0,DEU,Offline TA/TO,TA/TO,0,0,0,B,B,0,Non Refund,65.0,0.0,2,Contract,BB,10,82.55,0,1,3.42,Canceled,1,2024-11-20,825.49,2.0,10,2024,2024,November,March,412.745,Canceled,181-365 Days
HTL001398,Resort Hotel,Goa,2025-11-29,2026-06-05,188,3,0,3,0.0,0,BRA,Online TA,TA/TO,1,1,5,C,C,0,No Deposit,170.0,0.0,2,Transient,SC,3,188.55,0,1,3.68,Check-Out,0,2026-06-05,565.66,3.0,3,2025,2026,June,November,188.5533333333333,Confirmed,181-365 Days
HTL022724,City Hotel,Barcelona,2025-07-25,2026-07-14,354,3,2,2,0.0,1,USA,Online TA,TA/TO,1,1,8,G,G,0,Non Refund,94.0,0.0,0,Contract,HB,5,139.36,0,4,4.03,Canceled,1,2026-07-15,696.78,3.0,5,2025,2026,July,July,232.26,Canceled,181-365 Days
HTL006182,City Hotel,Barcelona,2024-05-19,2024-12-30,225,0,4,3,0.0,0,USA,Online TA,TA/TO,1,0,12,C,C,0,Non Refund,106.0,0.0,5,Transient-Party,HB,4,116.94,0,0,3.29,Canceled,1,2024-12-30,467.77,3.0,4,2024,2024,December,May,155.92333333333332,Canceled,181-365 Days
HTL004933,Resort Hotel,Bali,2025-01-12,2025-10-16,277,1,6,3,0.0,2,SWE,Direct,Direct,0,0,0,G,G,2,Non Refund,53.0,0.0,0,Contract,SC,7,215.34,0,0,3.17,No-Show,1,2025-10-22,1507.37,5.0,7,2025,2025,October,January,301.474,Canceled,181-365 Days
HTL002761,Resort Hotel,Algarve,2025-09-05,2026-05-19,256,1,0,2,0.0,0,POL,Direct,Direct,0,0,0,A,A,0,Non Refund,147.0,0.0,0,Transient,Undefined,1,122.87,0,1,3.15,Canceled,1,2026-05-20,122.87,2.0,1,2025,2026,May,September,61.435,Canceled,181-365 Days
HTL024522,City Hotel,Amsterdam,2025-06-16,2026-06-04,353,2,1,1,1.0,0,IRL,Offline TA/TO,TA/TO,0,0,0,B,B,2,Non Refund,120.0,0.0,1,Contract,SC,3,138.48,0,1,3.93,Canceled,1,2026-06-06,415.43,2.0,3,2025,2026,June,June,207.715,Canceled,181-365 Days
HTL006676,Resort Hotel,Algarve,2025-04-03,2026-03-19,350,3,3,2,0.0,0,GBR,Groups,TA/TO,0,0,0,C,C,0,Non Refund,106.0,1007.0,0,Contract,Undefined,6,92.6,0,1,4.01,Canceled,1,2026-03-19,555.63,2.0,6,2025,2026,March,April,277.815,Canceled,181-365 Days
HTL009727,Resort Hotel,Bali,2024-09-27,2024-11-24,58,0,1,2,0.0,0,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,62.0,0.0,0,Transient,SC,1,118.93,1,1,3.13,Check-Out,0,2024-11-24,118.93,2.0,1,2024,2024,November,September,59.465,Confirmed,31-90 Days
HTL001712,City Hotel,Barcelona,2024-11-11,2024-12-11,30,0,3,2,0.0,0,NOR,Offline TA/TO,TA/TO,0,0,0,B,B,1,No Deposit,15.0,0.0,0,Transient-Party,BB,3,109.33,0,0,4.06,Check-Out,0,2024-12-13,328.0,2.0,3,2024,2024,December,November,164.0,Confirmed,8-30 Days
HTL024991,Resort Hotel,Maldives,2025-09-21,2025-11-22,62,0,6,2,1.0,0,DNK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,131.0,0.0,0,Transient,FB,6,145.64,0,0,3.82,No-Show,1,2025-11-25,873.83,3.0,6,2025,2025,November,September,291.2766666666667,Canceled,31-90 Days
HTL006709,City Hotel,Dubai,2024-11-10,2025-03-17,127,0,1,4,0.0,0,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,Non Refund,56.0,0.0,0,Transient,BB,1,101.13,0,2,3.64,Canceled,1,2025-03-17,101.13,4.0,1,2024,2025,March,November,25.2825,Canceled,91-180 Days
HTL003943,Resort Hotel,Goa,2024-04-07,2024-11-30,237,2,3,2,0.0,0,SAU,Corporate,Corporate,1,0,3,B,F,0,Non Refund,72.0,1075.0,1,Transient-Party,BB,5,137.01,0,0,4.89,Canceled,1,2024-12-04,685.03,2.0,5,2024,2024,November,April,342.515,Canceled,181-365 Days
HTL007453,City Hotel,London,2024-04-09,2025-02-03,300,1,0,2,0.0,0,PRT,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,66.0,0.0,0,Group,SC,1,111.38,0,3,3.73,No-Show,1,2025-02-04,111.38,2.0,1,2024,2025,February,April,55.69,Canceled,181-365 Days
HTL009292,City Hotel,Amsterdam,2024-05-15,2025-03-01,290,1,3,2,1.0,0,AUS,Online TA,TA/TO,0,0,0,C,C,0,Non Refund,147.0,0.0,0,Group,BB,4,64.99,1,1,4.12,Canceled,1,2025-03-05,259.95,3.0,4,2024,2025,March,May,86.64999999999999,Canceled,181-365 Days
HTL003927,City Hotel,Lisbon,2024-02-23,2024-07-03,131,2,0,3,1.0,0,PRT,Corporate,Corporate,0,0,0,C,H,0,Non Refund,29.0,0.0,0,Transient,Undefined,2,106.12,1,1,4.65,Canceled,1,2024-07-03,212.23,4.0,2,2024,2024,July,February,53.0575,Canceled,91-180 Days
HTL004439,City Hotel,London,2025-06-04,2025-09-05,93,3,0,1,0.0,0,SWE,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,125.0,0.0,0,Transient-Party,FB,3,94.56,0,2,4.34,Check-Out,0,2025-09-07,283.69,1.0,3,2025,2025,September,June,283.69,Confirmed,91-180 Days
HTL016505,Resort Hotel,Maldives,2024-02-29,2024-05-31,92,1,2,2,0.0,0,SAU,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,91.0,0.0,0,Transient-Party,BB,3,126.51,0,2,3.96,Canceled,1,2024-06-03,379.52,2.0,3,2024,2024,May,February,189.76,Canceled,91-180 Days
HTL011451,City Hotel,Amsterdam,2024-03-09,2024-11-25,261,2,2,2,0.0,0,SAU,Online TA,TA/TO,0,0,0,D,D,1,Non Refund,115.0,0.0,0,Transient,HB,4,83.55,0,0,3.74,No-Show,1,2024-11-28,334.19,2.0,4,2024,2024,November,March,167.095,Canceled,181-365 Days
HTL005431,Resort Hotel,Maldives,2025-06-23,2025-06-25,2,2,4,3,1.0,0,BEL,Groups,Direct,0,0,0,B,B,0,Non Refund,78.0,1095.0,5,Transient-Party,Undefined,6,121.67,0,1,4.29,Canceled,1,2025-06-30,730.03,4.0,6,2025,2025,June,June,182.5075,Canceled,0-7 Days
HTL004241,Resort Hotel,Algarve,2025-02-17,2025-03-29,40,1,7,2,0.0,0,NLD,Groups,TA/TO,0,0,0,C,C,1,Non Refund,83.0,1001.0,0,Transient-Party,FB,8,149.1,0,0,4.11,Canceled,1,2025-04-02,1192.76,2.0,8,2025,2025,March,February,596.38,Canceled,31-90 Days
HTL000379,City Hotel,Barcelona,2024-01-27,2024-10-25,272,3,4,2,0.0,0,DEU,Direct,Direct,0,0,0,E,E,2,Non Refund,112.0,0.0,2,Group,Undefined,7,97.9,1,1,4.24,Canceled,1,2024-11-01,685.31,2.0,7,2024,2024,October,January,342.655,Canceled,181-365 Days
HTL021997,City Hotel,London,2025-01-10,2025-04-28,108,0,6,2,0.0,0,GBR,Corporate,Corporate,0,0,0,E,E,3,Refundable,113.0,1044.0,0,Transient-Party,HB,6,147.91,0,0,3.41,Check-Out,0,2025-04-28,887.43,2.0,6,2025,2025,April,January,443.715,Confirmed,91-180 Days
HTL002936,Resort Hotel,Goa,2024-06-04,2024-07-16,42,2,3,2,0.0,0,IRL,Corporate,Corporate,1,0,2,E,E,0,No Deposit,92.0,1080.0,0,Transient-Party,FB,5,184.33,0,1,4.59,No-Show,1,2024-07-19,921.67,2.0,5,2024,2024,July,June,460.835,Canceled,31-90 Days
HTL020199,City Hotel,Barcelona,2024-06-30,2024-10-16,108,0,3,2,0.0,0,ARE,Corporate,Corporate,1,2,2,B,B,1,Non Refund,138.0,1021.0,0,Transient,HB,3,69.13,0,1,4.0,Canceled,1,2024-10-19,207.39,2.0,3,2024,2024,October,June,103.695,Canceled,91-180 Days
HTL022719,City Hotel,Lisbon,2024-05-05,2025-03-10,309,0,2,2,1.0,0,BEL,Corporate,Corporate,0,0,0,B,B,0,No Deposit,144.0,1039.0,0,Transient,FB,2,63.2,0,0,3.88,Check-Out,0,2025-03-12,126.4,3.0,2,2024,2025,March,May,42.13333333333333,Confirmed,181-365 Days
HTL015144,Resort Hotel,Bali,2024-05-22,2024-10-19,150,2,4,3,1.0,0,FRA,Corporate,Corporate,0,0,0,F,F,2,No Deposit,83.0,1010.0,0,Group,SC,6,163.57,0,1,4.07,Check-Out,0,2024-10-25,981.45,4.0,6,2024,2024,October,May,245.3625,Confirmed,91-180 Days
HTL020962,Resort Hotel,Goa,2025-04-01,2025-05-07,36,3,1,2,0.0,0,DEU,Offline TA/TO,TA/TO,0,0,0,F,F,2,No Deposit,134.0,0.0,3,Contract,FB,4,209.0,0,1,3.59,Check-Out,0,2025-05-10,836.01,2.0,4,2025,2025,May,April,418.005,Confirmed,31-90 Days
HTL024963,City Hotel,Lisbon,2025-11-28,2026-02-05,69,0,3,1,0.0,0,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,77.0,0.0,0,Group,FB,3,56.1,0,3,3.96,Canceled,1,2026-02-08,168.29,1.0,3,2025,2026,February,November,168.29,Canceled,31-90 Days
HTL014487,City Hotel,Barcelona,2025-12-30,2026-10-04,278,1,0,3,0.0,0,NLD,Direct,Direct,0,0,0,D,D,2,Non Refund,113.0,0.0,0,Group,BB,1,124.27,3,3,4.42,Canceled,1,2026-10-04,124.27,3.0,1,2025,2026,October,December,41.42333333333333,Canceled,181-365 Days
HTL024956,Resort Hotel,Phuket,2024-04-20,2024-09-24,157,3,0,2,1.0,0,NLD,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,73.0,0.0,0,Transient-Party,BB,3,193.91,0,0,3.7,Canceled,1,2024-09-24,581.72,3.0,3,2024,2024,September,April,193.90666666666667,Canceled,91-180 Days
HTL013338,City Hotel,Dubai,2024-07-29,2025-02-11,197,0,6,4,1.0,0,GBR,Online TA,TA/TO,0,0,0,E,E,0,Non Refund,79.0,0.0,0,Transient-Party,BB,6,105.94,0,0,4.6,Canceled,1,2025-02-14,635.66,5.0,6,2024,2025,February,July,127.13199999999999,Canceled,181-365 Days
HTL015856,Resort Hotel,Goa,2025-06-12,2026-02-11,244,1,2,2,0.0,0,BRA,Offline TA/TO,TA/TO,0,0,0,A,E,0,Non Refund,3.0,0.0,0,Transient,SC,3,85.92,0,3,3.74,Canceled,1,2026-02-14,257.75,2.0,3,2025,2026,February,June,128.875,Canceled,181-365 Days
HTL003381,Resort Hotel,Phuket,2024-02-07,2024-05-31,114,3,4,2,0.0,0,IND,Corporate,Corporate,0,0,0,B,B,0,No Deposit,169.0,0.0,0,Contract,BB,7,133.54,0,0,4.12,Check-Out,0,2024-06-05,934.81,2.0,7,2024,2024,May,February,467.405,Confirmed,91-180 Days
HTL015974,City Hotel,Lisbon,2025-01-18,2025-09-18,243,3,0,1,0.0,0,SWE,Direct,Direct,1,2,9,A,A,1,Non Refund,81.0,0.0,2,Transient-Party,SC,3,122.0,0,2,4.04,Canceled,1,2025-09-19,366.0,1.0,3,2025,2025,September,January,366.0,Canceled,181-365 Days
HTL006151,City Hotel,Amsterdam,2024-12-12,2025-05-10,149,0,4,3,0.0,0,ITA,Direct,Direct,1,0,4,A,H,1,No Deposit,70.0,0.0,1,Transient-Party,BB,4,58.99,0,2,3.95,Check-Out,0,2025-05-12,235.98,3.0,4,2024,2025,May,December,78.66,Confirmed,91-180 Days
HTL024889,City Hotel,Dubai,2025-03-30,2026-01-05,281,1,1,2,1.0,0,BRA,Direct,Direct,0,0,0,C,C,0,Non Refund,87.0,0.0,7,Transient-Party,SC,2,104.94,0,1,3.06,Canceled,1,2026-01-05,209.88,3.0,2,2025,2026,January,March,69.96,Canceled,181-365 Days
HTL021884,City Hotel,Barcelona,2024-12-27,2025-04-29,123,3,1,2,0.0,0,USA,Online TA,TA/TO,1,0,5,E,E,1,No Deposit,118.0,0.0,2,Transient,Undefined,4,122.51,0,0,3.24,Check-Out,0,2025-04-30,490.05,2.0,4,2024,2025,April,December,245.025,Confirmed,91-180 Days
HTL024063,Resort Hotel,Algarve,2024-11-18,2024-12-22,34,0,10,3,0.0,0,DEU,Direct,Direct,1,0,5,C,C,0,No Deposit,17.0,0.0,0,Transient,BB,10,183.09,1,2,4.04,Check-Out,0,2025-01-01,1830.89,3.0,10,2024,2024,December,November,610.2966666666667,Confirmed,31-90 Days
HTL003182,Resort Hotel,Maldives,2025-02-08,2025-02-19,11,0,1,4,1.0,0,JPN,Offline TA/TO,TA/TO,0,0,0,C,C,0,Non Refund,171.0,0.0,1,Transient,SC,1,106.4,0,0,3.8,Canceled,1,2025-02-20,106.4,5.0,1,2025,2025,February,February,21.28,Canceled,8-30 Days
HTL006862,City Hotel,Lisbon,2024-09-07,2025-06-29,295,1,0,2,0.0,0,AUS,Online TA,TA/TO,1,0,4,B,B,0,Non Refund,159.0,0.0,0,Group,Undefined,1,89.97,0,3,4.23,Canceled,1,2025-06-30,89.97,2.0,1,2024,2025,June,September,44.985,Canceled,181-365 Days
HTL005469,City Hotel,Dubai,2024-12-04,2024-12-05,1,0,3,2,0.0,0,CAN,Online TA,TA/TO,1,0,1,A,A,1,No Deposit,23.0,0.0,0,Transient-Party,HB,3,81.88,0,3,4.16,Canceled,1,2024-12-08,245.65,2.0,3,2024,2024,December,December,122.825,Canceled,0-7 Days
HTL019507,City Hotel,Amsterdam,2024-06-24,2025-03-01,250,1,4,2,0.0,0,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,2,Non Refund,169.0,0.0,1,Contract,SC,5,35.0,0,1,3.86,Canceled,1,2025-03-05,175.0,2.0,5,2024,2025,March,June,87.5,Canceled,181-365 Days
HTL004688,Resort Hotel,Maldives,2024-10-09,2025-06-27,261,0,3,1,0.0,0,ARE,Offline TA/TO,TA/TO,0,0,0,E,B,0,Non Refund,119.0,0.0,0,Transient,SC,3,217.47,0,1,3.68,Canceled,1,2025-06-28,652.41,1.0,3,2024,2025,June,October,652.41,Canceled,181-365 Days
HTL015313,City Hotel,London,2025-02-08,2025-06-23,135,1,1,2,0.0,0,DNK,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,39.0,0.0,0,Transient,FB,2,154.67,1,0,3.52,Check-Out,0,2025-06-24,309.33,2.0,2,2025,2025,June,February,154.665,Confirmed,91-180 Days
HTL002139,Resort Hotel,Algarve,2025-02-15,2025-03-22,35,0,2,1,1.0,0,ARE,Offline TA/TO,TA/TO,0,0,0,B,B,0,Non Refund,144.0,0.0,3,Group,SC,2,146.62,0,2,3.2,Canceled,1,2025-03-24,293.24,2.0,2,2025,2025,March,February,146.62,Canceled,31-90 Days
HTL021565,City Hotel,Dubai,2024-02-25,2024-03-15,19,3,1,2,0.0,0,AUS,Corporate,Corporate,0,0,0,B,B,1,No Deposit,171.0,1083.0,5,Transient-Party,BB,4,61.79,0,3,3.18,Check-Out,0,2024-03-18,247.18,2.0,4,2024,2024,March,February,123.59,Confirmed,8-30 Days
HTL010666,Resort Hotel,Bali,2025-10-06,2025-12-14,69,3,2,2,0.0,0,JPN,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,147.0,0.0,0,Transient,HB,5,162.66,0,1,3.73,Canceled,1,2025-12-15,813.28,2.0,5,2025,2025,December,October,406.64,Canceled,31-90 Days
HTL022120,Resort Hotel,Bali,2024-01-04,2024-07-18,196,1,5,2,1.0,0,PRT,Direct,Direct,1,1,8,G,G,0,No Deposit,78.0,0.0,1,Group,Undefined,6,250.73,1,1,4.49,Canceled,1,2024-07-19,1504.37,3.0,6,2024,2024,July,January,501.45666666666665,Canceled,181-365 Days
HTL017269,Resort Hotel,Goa,2024-06-17,2024-07-23,36,3,0,4,0.0,0,POL,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,10.0,0.0,7,Transient-Party,Undefined,3,166.3,0,0,3.47,Check-Out,0,2024-07-25,498.91,4.0,3,2024,2024,July,June,124.7275,Confirmed,31-90 Days
HTL004723,City Hotel,London,2024-11-22,2025-10-24,336,0,2,2,1.0,0,PRT,Direct,Direct,1,1,5,C,C,0,No Deposit,1.0,0.0,0,Transient-Party,Undefined,2,123.96,0,0,3.7,Check-Out,0,2025-10-24,247.93,3.0,2,2024,2025,October,November,82.64333333333333,Confirmed,181-365 Days
HTL011888,City Hotel,Lisbon,2025-10-11,2026-09-20,344,1,3,2,1.0,0,IND,Groups,TA/TO,0,0,0,C,C,0,Non Refund,53.0,1117.0,3,Group,SC,4,95.61,0,0,4.11,Canceled,1,2026-09-24,382.44,3.0,4,2025,2026,September,October,127.48,Canceled,181-365 Days
HTL001914,Resort Hotel,Goa,2024-08-08,2025-06-12,308,0,8,2,1.0,0,CHE,Offline TA/TO,TA/TO,0,0,0,C,C,0,Non Refund,176.0,0.0,3,Transient,Undefined,8,172.45,0,0,3.65,Canceled,1,2025-06-20,1379.58,3.0,8,2024,2025,June,August,459.85999999999996,Canceled,181-365 Days
HTL012419,City Hotel,Lisbon,2024-07-29,2025-05-03,278,2,0,3,1.0,0,USA,Direct,Direct,0,0,0,F,F,2,Non Refund,9.0,0.0,0,Contract,HB,2,145.77,0,0,3.0,Canceled,1,2025-05-03,291.55,4.0,2,2024,2025,May,July,72.8875,Canceled,181-365 Days
HTL010276,City Hotel,Barcelona,2024-06-30,2024-09-10,72,1,0,2,1.0,0,ARE,Online TA,TA/TO,0,0,0,G,G,1,Non Refund,109.0,0.0,0,Transient,SC,1,149.86,0,0,3.94,Canceled,1,2024-09-10,149.86,3.0,1,2024,2024,September,June,49.95333333333334,Canceled,31-90 Days
HTL015736,Resort Hotel,Phuket,2025-08-24,2026-06-06,286,0,3,2,0.0,0,POL,Groups,Direct,0,0,0,G,C,1,Non Refund,112.0,1075.0,0,Group,Undefined,3,222.07,0,2,3.68,Check-Out,0,2026-06-08,666.21,2.0,3,2025,2026,June,August,333.105,Confirmed,181-365 Days
HTL022802,Resort Hotel,Bali,2025-03-18,2025-10-31,227,2,1,2,1.0,0,CHN,Corporate,Corporate,1,0,12,A,C,1,No Deposit,138.0,1060.0,0,Transient,BB,3,135.48,0,4,4.04,Check-Out,0,2025-11-01,406.44,3.0,3,2025,2025,October,March,135.48,Confirmed,181-365 Days
HTL011359,Resort Hotel,Bali,2024-12-10,2025-08-11,244,0,3,1,1.0,0,NLD,Online TA,TA/TO,0,0,0,D,D,1,Non Refund,105.0,0.0,0,Group,Undefined,3,161.46,0,2,4.16,Canceled,1,2025-08-13,484.38,2.0,3,2024,2025,August,December,242.19,Canceled,181-365 Days
HTL021144,Resort Hotel,Bali,2025-01-26,2025-03-15,48,1,4,2,0.0,0,CAN,Corporate,Corporate,1,0,1,E,E,0,Non Refund,157.0,0.0,1,Transient-Party,Undefined,5,169.98,0,4,4.01,Canceled,1,2025-03-16,849.9,2.0,5,2025,2025,March,January,424.95,Canceled,31-90 Days
HTL014949,Resort Hotel,Algarve,2025-01-05,2025-07-14,190,2,3,2,0.0,0,GBR,Offline TA/TO,TA/TO,0,0,0,H,H,1,Non Refund,131.0,0.0,0,Contract,FB,5,257.12,0,0,4.06,Canceled,1,2025-07-15,1285.6,2.0,5,2025,2025,July,January,642.8,Canceled,181-365 Days
HTL006857,City Hotel,Dubai,2024-01-15,2024-04-10,86,2,1,1,0.0,2,ITA,Online TA,TA/TO,0,0,0,C,C,0,Non Refund,132.0,0.0,0,Contract,FB,3,131.75,0,0,3.45,Canceled,1,2024-04-10,395.24,3.0,3,2024,2024,April,January,131.74666666666667,Canceled,31-90 Days
HTL007269,City Hotel,London,2024-05-21,2025-01-01,225,2,0,2,0.0,0,DNK,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,68.0,0.0,0,Transient,SC,2,109.85,0,2,3.83,Canceled,1,2025-01-03,219.69,2.0,2,2024,2025,January,May,109.845,Canceled,181-365 Days
HTL000996,City Hotel,Dubai,2024-09-19,2025-05-27,250,1,0,2,0.0,0,DNK,Direct,Direct,0,0,0,H,H,0,No Deposit,12.0,0.0,0,Contract,SC,1,157.5,1,1,3.96,Check-Out,0,2025-05-27,157.5,2.0,1,2024,2025,May,September,78.75,Confirmed,181-365 Days
HTL017938,Resort Hotel,Maldives,2024-04-04,2024-08-05,123,0,1,2,0.0,0,SAU,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,67.0,0.0,0,Group,Undefined,1,99.33,0,2,3.42,Canceled,1,2024-08-05,99.33,2.0,1,2024,2024,August,April,49.665,Canceled,91-180 Days
HTL021114,Resort Hotel,Goa,2025-08-05,2026-07-06,335,0,2,2,1.0,0,PRT,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,65.0,0.0,0,Contract,SC,2,141.54,0,4,4.08,Canceled,1,2026-07-08,283.08,3.0,2,2025,2026,July,August,94.36,Canceled,181-365 Days
HTL019673,City Hotel,Dubai,2024-07-10,2024-11-08,121,3,1,2,0.0,0,AUS,Direct,Direct,0,0,0,C,C,0,Non Refund,140.0,0.0,0,Contract,HB,4,84.97,0,1,4.36,Check-Out,0,2024-11-10,339.9,2.0,4,2024,2024,November,July,169.95,Confirmed,91-180 Days
HTL003779,Resort Hotel,Bali,2024-09-11,2025-06-12,274,1,3,2,2.0,0,DEU,Online TA,TA/TO,0,0,0,G,G,0,Non Refund,170.0,0.0,3,Transient-Party,BB,4,251.76,0,0,3.51,No-Show,1,2025-06-16,1007.05,4.0,4,2024,2025,June,September,251.7625,Canceled,181-365 Days
HTL014375,City Hotel,Barcelona,2025-06-02,2026-04-07,309,0,1,2,0.0,1,USA,Direct,Direct,0,0,0,E,H,1,No Deposit,64.0,0.0,0,Contract,SC,1,123.17,1,3,3.84,Canceled,1,2026-04-07,123.17,3.0,1,2025,2026,April,June,41.056666666666665,Canceled,181-365 Days
HTL015524,City Hotel,Dubai,2024-02-19,2024-12-13,298,0,2,2,1.0,0,NLD,Direct,Direct,0,0,0,G,H,0,Non Refund,173.0,0.0,0,Transient,Undefined,2,187.0,0,2,3.48,Canceled,1,2024-12-15,373.99,3.0,2,2024,2024,December,February,124.66333333333334,Canceled,181-365 Days
HTL005555,City Hotel,Dubai,2024-09-13,2025-03-08,176,0,4,3,0.0,0,IND,Online TA,TA/TO,0,0,0,F,F,2,Non Refund,102.0,0.0,0,Contract,SC,4,118.99,0,1,3.82,Canceled,1,2025-03-12,475.96,3.0,4,2024,2025,March,September,158.65333333333334,Canceled,91-180 Days
HTL005305,Resort Hotel,Phuket,2024-08-26,2024-11-11,77,1,6,2,0.0,0,ESP,Online TA,TA/TO,0,0,0,H,H,0,Non Refund,89.0,0.0,1,Transient-Party,HB,7,218.21,0,0,4.57,Canceled,1,2024-11-11,1527.48,2.0,7,2024,2024,November,August,763.74,Canceled,31-90 Days
HTL005406,City Hotel,Dubai,2024-08-19,2025-03-26,219,1,4,1,0.0,0,PRT,Groups,TA/TO,0,0,0,E,E,0,No Deposit,95.0,0.0,0,Contract,Undefined,5,95.58,0,2,4.11,Canceled,1,2025-03-28,477.9,1.0,5,2024,2025,March,August,477.9,Canceled,181-365 Days
HTL010161,City Hotel,London,2025-04-12,2025-04-24,12,0,2,2,0.0,0,JPN,Online TA,TA/TO,1,0,10,E,E,0,Non Refund,43.0,0.0,0,Group,SC,2,142.77,0,0,3.73,Canceled,1,2025-04-26,285.54,2.0,2,2025,2025,April,April,142.77,Canceled,8-30 Days
HTL014267,Resort Hotel,Phuket,2024-05-30,2025-02-23,269,3,2,2,0.0,0,IND,Offline TA/TO,TA/TO,0,0,0,G,G,1,Non Refund,7.0,0.0,0,Transient-Party,BB,5,201.18,0,1,3.77,Canceled,1,2025-02-27,1005.9,2.0,5,2024,2025,February,May,502.95,Canceled,181-365 Days
HTL004757,City Hotel,Dubai,2025-01-14,2025-08-17,215,0,1,3,0.0,0,CHE,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,141.0,0.0,0,Group,Undefined,1,96.1,0,1,3.71,Canceled,1,2025-08-17,96.1,3.0,1,2025,2025,August,January,32.03333333333333,Canceled,181-365 Days
HTL009581,Resort Hotel,Algarve,2024-07-02,2024-11-26,147,3,1,2,1.0,0,NLD,Groups,TA/TO,0,0,0,G,G,0,Non Refund,128.0,1084.0,0,Contract,BB,4,177.17,1,0,3.68,Canceled,1,2024-11-27,708.68,3.0,4,2024,2024,November,July,236.22666666666666,Canceled,91-180 Days
HTL013736,Resort Hotel,Maldives,2025-02-28,2025-04-24,55,3,2,2,0.0,0,BEL,Online TA,TA/TO,0,0,0,H,H,3,Non Refund,131.0,0.0,0,Transient,FB,5,259.01,0,2,4.43,Canceled,1,2025-04-29,1295.07,2.0,5,2025,2025,April,February,647.535,Canceled,31-90 Days
HTL013622,City Hotel,London,2024-12-15,2025-12-05,355,2,0,1,0.0,0,BEL,Corporate,Corporate,1,0,5,F,F,3,No Deposit,87.0,1048.0,0,Transient-Party,HB,2,139.46,0,0,4.49,Canceled,1,2025-12-07,278.91,1.0,2,2024,2025,December,December,278.91,Canceled,181-365 Days
HTL019657,City Hotel,Amsterdam,2025-12-02,2026-09-05,277,0,6,2,0.0,0,DNK,Online TA,TA/TO,1,0,9,G,G,0,Non Refund,176.0,0.0,1,Transient-Party,SC,6,126.32,0,1,4.57,Canceled,1,2026-09-11,757.89,2.0,6,2025,2026,September,December,378.945,Canceled,181-365 Days
HTL013657,City Hotel,Barcelona,2025-12-11,2026-08-12,244,1,5,2,1.0,0,CAN,Offline TA/TO,TA/TO,0,0,0,G,G,0,No Deposit,120.0,0.0,0,Contract,BB,6,186.69,0,1,4.3,Check-Out,0,2026-08-12,1120.16,3.0,6,2025,2026,August,December,373.3866666666667,Confirmed,181-365 Days
HTL013222,City Hotel,Barcelona,2025-04-23,2025-06-15,53,1,0,2,0.0,0,NLD,Online TA,TA/TO,0,0,0,H,H,1,Non Refund,166.0,0.0,1,Transient-Party,SC,1,209.93,0,0,3.38,Canceled,1,2025-06-16,209.93,2.0,1,2025,2025,June,April,104.965,Canceled,31-90 Days
